Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE MARIA CAROLINA CAMPOS,31002429,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LARANJEIRAS, 30 LEBLON. 31575-040 Belo Horizonte - MG.",(31) 34561967,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-19.8043105,-43.9923181
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE DJANIRA RODRIGUES DE OLIVEIRA,31002437,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA COSMES TORRES PIMENTA, 160 JARDIM DOS COMERCIARIOS. 31640-340 Belo Horizonte - MG.",(31) 34590471,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROFESSORA MARIA COUTINHO,31002445,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LUIZ GONZAGA DE SOUZA, 75 JAQUELINE. 31748-131 Belo Horizonte - MG.",(31) 30533690,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-19.8045962,-43.9435377
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE GERALDINA ANA GOMES,31002453,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GUERNICA, 275 JARDIM EUROPA. 31620-520 Belo Horizonte - MG.",(31) 35646091,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-19.8067843,-43.9673033
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROFESSORA MARIA MUZZI GUASTAFERRO,31002461,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA IRINEU PINTO, 255 VENDA NOVA. 31510-020 Belo Horizonte - MG.",(31) 34511663,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atividade Complementar,-19.8176451,-43.9583611
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE DONATO WERNECK DE FREITAS,31002488,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ALCIDES DE SOUZA, 112 MINASLANDIA. 31810-350 Belo Horizonte - MG.",(31) 35676723,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-19.8549876,-43.9328768
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE JOSE HEILBUTH GONCALVES,31002496,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA DOM PEDRO I, 527 SANTA BRANCA. 31565-000 Belo Horizonte - MG.",(31) 34413563,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-19.8398284,-43.9672672
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE MARIA LUIZA MIRANDA BASTOS,31002500,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SAO JOSE DO JACURI, 60 PLANALTO. 31720-370 Belo Horizonte - MG.",(31) 34437477,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-19.8362769,-43.9513745
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE JUSCELINO KUBITSCHEK DE OLIVEIRA,31002518,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA HERCI EUCLIDES FERREIRA, 229 MARIA HELENA. 31680-130 Belo Horizonte - MG.",(31) 34562109,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-19.80248,-43.9927
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE CARLOS DRUMMOND DE ANDRADE,31002526,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROFESSORA GABRIELA VARELA, 360 FLORAMAR. 31742-114 Belo Horizonte - MG.",(31) 34347960,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-19.83251,-43.93076
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE CORONEL MANOEL SOARES DO COUTO,31002534,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA WALFRIDO TEIXEIRA SIMOES, 200 MINASCAIXA. 31615-680 Belo Horizonte - MG.",(31) 34557047,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-19.80659,-43.95764
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE GETULIO VARGAS,31002542,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GUIDO LEAO, 22 SERRA VERDE. 31630-570 Belo Horizonte - MG.",(31) 34551307,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-19.79744,-43.95123
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE MARGARIDA DE MELLO PRADO,31002551,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAQUIM DE ABREU, 50 MONTE AZUL. 31872-630 Belo Horizonte - MG.",(31) 23424325,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-19.8177889,-43.8927635
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CESEC MARIA VIEIRA BARBOSA,31002569,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PADRE PEDRO PINTO, 775 VENDA NOVA. 31510-000 Belo Horizonte - MG.",(31) 34086300,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,Educação de Jovens Adultos,,-19.8160508,-43.9572444
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE MENDES PIMENTEL,31002585,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DORESOPOLIS, 325 FERNAO DIAS. 31910-170 Belo Horizonte - MG.",(31) 34864725,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-19.8712858,-43.9210724
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL BELO HORIZONTE,31002593,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVE JOSE BONIFACIO, 00189 SAO CRISTOVAO. 31210-690 Belo Horizonte - MG.",(31) 32776221,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.90355918,-43.94739663
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ELOS,31002607,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MANOEL ALEXANDRINO, 440 SAO PAULO. 31910-120 Belo Horizonte - MG.",(31) 988883206,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.86683094,-43.92475395
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL EMIDIO BERUTTO,31002615,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CONCEICAO DO PARA, 01726 SANTA INES. 31080-020 Belo Horizonte - MG.",(31) 32775652,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,-19.8801492,-43.91096851
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL MONSENHOR ARTUR DE OLIVEIRA,31002631,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FORNACIARI, 00157 CAICARAS. 30770-010 Belo Horizonte - MG.",(31) 32777238,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.9061541,-43.96509099
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA MARILIA TANURE PEREIRA,31002640,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVE VINTE OITO DE DE SETEMBRO, 00138 ESPLANADA. 30280-050 Belo Horizonte - MG.",(31) 32775657,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.90204167,-43.90527667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PADRE FLAVIO GIAMMETTA,31002658,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SEBASTIAO MARIA DA SILVA, 175 ATILA DE PAIVA. 30640-360 Belo Horizonte - MG.",(31) 32775833,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,-19.97767021,-44.02729866
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL RENASCENCA,31002666,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MACAPA, 00224 RENASCENCA. 31130-500 Belo Horizonte - MG.",(31) 32776147,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-19.8910941,-43.93821536
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL MARCONI,31002674,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVE DO CONTORNO, 8476 SANTO AGOSTINHO. 30110-062 Belo Horizonte - MG.",(31) 32778860,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-19.93120829,-43.95494107
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL FRANCISCA ALVES,31002682,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVE SANTA TEREZINHA, 8 CONJUNTO LAGOA. 31365-000 Belo Horizonte - MG.",,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.8680411,-43.9970696
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL MONSENHOR JOAO RODRIGUES DE OLIVEIRA,31002691,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ARAPARI, 00095 SAO GERALDO. 31050-540 Belo Horizonte - MG.",(31) 32775641,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,-19.89810833,-43.89711333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL FRANCISCA DE PAULA,31002704,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JULIO DE CASTILHO, 00330 CINQUENTENARIO. 30570-080 Belo Horizonte - MG.",(31) 32779609,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.95752498,-43.98346265
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL SALGADO FILHO,31002712,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CLOVIS CYRILO LIMONGE, 151 SALGADO FILHO. 30555-030 Belo Horizonte - MG.",(31) 32776466,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-19.95014148,-43.97785506
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL FRANCISCO AZEVEDO,31002721,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PITT, 332 UNIAO. 31170-610 Belo Horizonte - MG.",(31) 32775793,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.8824966,-43.92612524
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL NOSSA SENHORA DO AMPARO,31002739,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA HESPERIA, 300 APARECIDA. 31235-080 Belo Horizonte - MG.",(31) 32776024,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.88955527,-43.95103544
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL FRANCISCO BRESSANE DE AZEVEDO,31002747,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA AIURUOCA, 501 SAO PAULO. 31910-130 Belo Horizonte - MG.",(31) 32776680,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.86617662,-43.92468721
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSOR CHRISTOVAM COLOMBO DOS SANTOS,31002755,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA VEREADOR NELSON CUNHA, 137 ESTORIL. 30494-015 Belo Horizonte - MG.",(31) 32776836,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-19.9565,-43.97006
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL GEORGE RICARDO SALUM,31002763,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FOSFORO, 77 TAQUARIL. 30290-035 Belo Horizonte - MG.",(31) 32775609,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.91888,-43.88788
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL OSWALDO CRUZ,31002771,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SANTOS, 2200 JARDIM AMERICA. 30421-490 Belo Horizonte - MG.",(31) 32779636,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",-19.95442445,-43.96909083
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL GOVERNADOR CARLOS LACERDA,31002780,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PRINCESA LEOPOLDINA, 00490 IPIRANGA. 31160-120 Belo Horizonte - MG.",(31) 32776056,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-19.8858887,-43.93209727
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL AGENOR ALVES DE CARVALHO,31002798,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA AGENOR ALVES, 53 NAZARE. 31990-040 Belo Horizonte - MG.",(31) 32776734,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-19.8538,-43.89614
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL HELENA ANTIPOFF,31002801,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ANTONIO EUSTAQUIO PIAZZA, 04020 TIROL. 30662-050 Belo Horizonte - MG.",(31) 32775829,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.99023235,-44.04504568
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PADRE EDEIMAR MASSOTE,31002810,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ENEIDA, 1485 COQUEIROS. 30881-120 Belo Horizonte - MG.",(31) 32777125,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.89846672,-44.0220783
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL HONORINA DE BARROS,31002828,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"PCA PROFESSOR CORREA NETO, 200 SAO CRISTOVAO. 31210-740 Belo Horizonte - MG.",(31) 32776020,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-19.90262205,-43.94631347
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL AIRES DA MATA MACHADO,31002836,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVE SENADOR LEVINDO COELHO, 632 TIROL. 30662-290 Belo Horizonte - MG.",(31) 32775858,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-19.99416572,-44.03539544
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL HONORINA RABELLO,31002844,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARIA CONCEICAO BONFIM, 00315 GOIANIA. 31950-540 Belo Horizonte - MG.",(31) 32776683,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.85753833,-43.89592167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PADRE GUILHERME PETERS,31002852,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CORONEL JORGE DAVIS, 300 NOSSA SENHORA DO ROSARIO. 30240-560 Belo Horizonte - MG.",(31) 32778251,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.93249,-43.9154
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL HUGO PINHEIRO SOARES,31002861,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JUNDIAI, 00567 CONCORDIA. 31110-770 Belo Horizonte - MG.",(31) 32776022,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.89807533,-43.94013718
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL AMERICO RENE GIANNETTI,31002879,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JUNDIAI, 00557 CONCORDIA. 31110-770 Belo Horizonte - MG.",(31) 32776224,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,-19.89833,-43.9405
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL HUGO WERNECK,31002887,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA OSCAR TROMPOWSKY, 1372 GRAJAU. 30431-177 Belo Horizonte - MG.",(31) 32776494,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-19.94266621,-43.96330879
